Station,Element,startDate,endDate,Latitude,Longitude,numObs,maxValue,minValue,meanValue,sumValue,dly_norm_sum,dly_norm_avg,numObs_norm,name
416210,prcp,04/01/2008,05/01/2008,31.96111,-96.68806,30,1.05,0.00,0.14,4.19,3.3,0.11,30,NAVARRO MILLS DAM
169357,prcp,04/01/2008,05/01/2008,31.56528,-91.43306,28,1.50,0.00,0.14,3.85,6.23,0.21,30,VIDALIA #2
231791,prcp,04/01/2008,05/01/2008,38.81694,-92.21833,30,1.52,0.00,0.14,4.27,4.16,0.14,30,COLUMBIA RGNL AP
341858,prcp,04/01/2008,05/01/2008,34.66056,-95.58278,30,3.57,0.00,0.35,10.56,5.14,0.17,30,CLAYTON 14 WNW
163079,prcp,04/01/2008,05/01/2008,32.77500,-92.40750,30,1.90,0.00,0.11,3.35,NA,NA,0,FARMERVILLE
234226,prcp,04/01/2008,05/01/2008,37.37806,-89.66778,28,2.46,0.00,0.26,7.35,4.76,0.16,30,JACKSON
406308,prcp,04/01/2008,05/01/2008,35.65583,-88.00639,30,2.45,0.00,0.27,8.17,NA,NA,0,MOUSETAIL LANDING SP
419859,prcp,04/01/2008,05/01/2008,33.36750,-96.06750,30,1.85,0.00,0.14,4.16,3.61,0.12,30,WOLFE CITY
225361,prcp,04/01/2008,05/01/2008,33.15444,-88.55861,30,0.90,0.00,0.13,3.88,5.65,0.19,30,MACON 3N
416104,prcp,04/01/2008,05/01/2008,30.70528,-104.02333,29,0.00,0.00,0.00,0.00,0.6,0.02,30,MT LOCKE
411337,prcp,04/01/2008,05/01/2008,28.49583,-98.39528,30,1.29,0.00,0.06,1.84,2.41,0.08,30,CALLIHAM
417458,prcp,04/01/2008,05/01/2008,26.48194,-97.80972,30,1.28,0.00,0.06,1.71,1.53,0.05,30,RAYMONDVILLE
144708,prcp,04/01/2008,05/01/2008,39.59306,-96.33278,30,0.48,0.00,0.07,2.06,3.13,0.1,30,LILLIS
416108,prcp,04/01/2008,05/01/2008,33.16889,-95.00556,30,2.76,0.00,0.19,5.78,3.77,0.13,30,MT PLEASANT
347080,prcp,04/01/2008,05/01/2008,34.11667,-95.08333,0,NA,NA,NA,NA,NA,NA,0,PINE CREEK DAM
238561,prcp,04/01/2008,05/01/2008,38.55722,-90.49222,30,1.02,0.00,0.15,4.45,4.23,0.14,30,VALLEY PARK
234008,prcp,04/01/2008,05/01/2008,37.94556,-94.36139,30,2.37,0.00,0.27,8.18,NA,NA,0,HORTON
401145,prcp,04/01/2008,05/01/2008,35.58944,-89.25861,30,2.28,0.00,0.20,6.09,4.87,0.16,30,BROWNSVILLE
418326,prcp,04/01/2008,05/01/2008,31.96694,-99.55444,1,0.33,0.33,0.33,0.33,2.08,0.07,30,SILVER VALLEY
160553,prcp,04/01/2008,05/01/2008,30.43333,-91.16667,0,NA,NA,NA,NA,NA,NA,0,BATON ROUGE LA UNIV
035320,prcp,04/01/2008,05/01/2008,34.83528,-92.25972,30,1.70,0.00,0.21,6.31,5.03,0.17,30,NORTH LITTLE ROCK AP
160555,prcp,04/01/2008,05/01/2008,30.42917,-91.20694,29,0.44,0.00,0.02,0.62,NA,NA,0,BATON ROUGE
165074,prcp,04/01/2008,05/01/2008,30.25444,-93.21861,30,0.73,0.00,0.05,1.49,3.86,0.13,30,LAKE CHARLES 2 N
165076,prcp,04/01/2008,05/01/2008,30.21417,-93.24944,30,0.77,0.00,0.05,1.53,NA,NA,0,LAKE CHARLES PORT
160558,prcp,04/01/2008,05/01/2008,30.44944,-91.04778,30,3.80,0.00,0.27,8.23,5.23,0.17,30,BATON ROUGE SHERWOOD
344204,prcp,04/01/2008,05/01/2008,34.98944,-99.05250,30,2.04,0.00,0.09,2.57,2.53,0.08,30,HOBART MUNI AP
406274,prcp,04/01/2008,05/01/2008,35.07111,-89.41167,30,1.92,0.00,0.27,8.10,5.21,0.17,30,MOSCOW
417183,prcp,04/01/2008,05/01/2008,28.60778,-96.64167,30,0.51,0.00,0.04,1.27,NA,NA,0,PORT LAVACA
406272,prcp,04/01/2008,05/01/2008,36.16778,-83.40111,29,0.81,0.00,0.14,4.10,NA,NA,0,MORRISTOWN WFO
340215,prcp,04/01/2008,05/01/2008,36.24833,-98.18833,10,0.27,0.00,0.03,0.32,NA,NA,0,AMES
342690,prcp,04/01/2008,05/01/2008,35.27250,-96.03139,30,0.83,0.00,0.04,1.13,NA,NA,0,DUSTIN
234315,prcp,04/01/2008,05/01/2008,37.14667,-94.50222,30,1.56,0.00,0.25,7.42,4.32,0.14,30,JOPLIN RGNL AP
417677,prcp,04/01/2008,05/01/2008,27.79028,-97.66333,30,0.92,0.00,0.04,1.12,1.92,0.06,30,ROBSTOWN
150254,prcp,04/01/2008,05/01/2008,38.45361,-82.61333,30,1.90,0.00,0.14,4.35,3.33,0.11,30,ASHLAND
225943,prcp,04/01/2008,05/01/2008,31.83750,-89.59750,30,1.30,0.00,0.13,3.78,6.19,0.21,30,MIZE
413605,prcp,04/01/2008,05/01/2008,30.34806,-98.68611,30,0.94,0.00,0.05,1.62,2.55,0.09,30,GOLD
227840,prcp,04/01/2008,05/01/2008,30.62639,-89.05500,30,2.08,0.00,0.19,5.60,5.18,0.17,30,SAUCIER EXP FOREST
231773,prcp,04/01/2008,05/01/2008,39.53778,-93.52222,30,1.48,0.00,0.22,6.61,3.62,0.12,30,COLOMA
034134,prcp,04/01/2008,05/01/2008,34.17417,-92.59472,30,3.12,0.00,0.32,9.56,4.78,0.16,30,LEOLA
220008,prcp,04/01/2008,05/01/2008,34.50111,-89.50083,30,1.36,0.00,0.22,6.65,5.32,0.18,30,ABBEVILLE
343497,prcp,04/01/2008,05/01/2008,35.62667,-98.32250,30,3.00,0.00,0.12,3.64,2.75,0.09,30,GEARY
401094,prcp,04/01/2008,05/01/2008,36.47306,-82.40444,30,0.71,0.00,0.09,2.84,3.23,0.11,30,BRISTOL TRI CITY AP
414505,prcp,04/01/2008,05/01/2008,32.16139,-97.14806,30,3.95,0.00,0.28,8.25,NA,NA,0,ITASCA
412282,prcp,04/01/2008,05/01/2008,36.44528,-100.32639,3,1.00,0.05,0.52,1.55,2.05,0.07,30,DARROUZETT
417079,prcp,04/01/2008,05/01/2008,34.18917,-101.70222,30,0.57,0.00,0.03,0.80,1.52,0.05,30,PLAINVIEW
402685,prcp,04/01/2008,05/01/2008,36.00028,-89.41000,30,2.61,0.00,0.20,5.92,4.81,0.16,30,DYERSBURG III GOLF
155559,prcp,04/01/2008,05/01/2008,38.18639,-83.46694,30,1.70,0.00,0.16,4.72,3.55,0.12,30,MOREHEAD ST POLICE
411596,prcp,04/01/2008,05/01/2008,31.25806,-95.97444,30,0.75,0.00,0.05,1.63,3.29,0.11,30,CENTERVILLE
155555,prcp,04/01/2008,05/01/2008,38.21917,-83.47722,30,1.20,0.00,0.10,3.00,NA,NA,0,MOREHEAD 3 NW
230542,prcp,04/01/2008,05/01/2008,37.64556,-90.69417,30,2.16,0.00,0.30,8.88,NA,NA,0,BELLEVIEW 4 SE
412820,prcp,04/01/2008,05/01/2008,30.34944,-97.36833,30,2.10,0.00,0.17,5.13,2.46,0.08,30,ELGIN
405431,prcp,04/01/2008,05/01/2008,35.01028,-85.34472,18,1.45,0.00,0.15,2.71,NA,NA,0,LOOKOUT MTN
412824,prcp,04/01/2008,05/01/2008,28.51611,-100.31333,30,1.22,0.00,0.06,1.94,2.08,0.07,30,EL INDIO
230789,prcp,04/01/2008,05/01/2008,37.61667,-93.39111,30,2.78,0.00,0.23,6.96,4.28,0.14,30,BOLIVAR 1 NE
402197,prcp,04/01/2008,05/01/2008,35.95417,-85.08250,30,1.71,0.00,0.21,6.24,4.6,0.15,30,CROSSVILLE MEM AP
031328,prcp,04/01/2008,05/01/2008,35.10750,-93.17000,30,1.72,0.00,0.26,7.68,NA,NA,0,CENTERVILLE
150490,prcp,04/01/2008,05/01/2008,37.45333,-86.91167,28,7.10,0.00,0.39,10.96,4.42,0.15,30,BEAVER DAM
151725,prcp,04/01/2008,05/01/2008,37.08972,-85.30444,30,2.00,0.00,0.23,7.00,3.88,0.13,30,COLUMBIA STATE POLIC
342039,prcp,04/01/2008,05/01/2008,35.35000,-98.67556,30,2.45,0.00,0.10,2.85,2.92,0.1,30,COLONY
140802,prcp,04/01/2008,05/01/2008,37.55139,-101.63444,30,0.46,0.00,0.03,0.78,NA,NA,0,BIG BOW 4 WSW
154376,prcp,04/01/2008,05/01/2008,36.69389,-85.41944,28,2.30,0.00,0.23,6.34,NA,NA,0,KETTLE
154375,prcp,04/01/2008,05/01/2008,36.76000,-88.13861,27,2.82,0.00,0.24,6.58,NA,NA,0,KENLAKE RESORT
231304,prcp,04/01/2008,05/01/2008,37.79472,-93.80194,30,2.25,0.00,0.28,8.45,4.14,0.14,30,CAPLINGER MILLS
411934,prcp,04/01/2008,05/01/2008,31.55139,-99.70806,17,1.50,0.00,0.13,2.28,NA,NA,0,CONCHO PARK IVIE RSVR
224776,prcp,04/01/2008,05/01/2008,33.05833,-89.57972,30,1.62,0.00,0.25,7.65,5.79,0.19,30,KOSCIUSKO
236460,prcp,04/01/2008,05/01/2008,36.65972,-93.12611,30,2.80,0.00,0.27,8.15,3.99,0.13,30,OZARK BEACH
405214,prcp,04/01/2008,05/01/2008,35.71361,-88.56083,30,1.97,0.00,0.24,7.20,NA,NA,0,LEXINGTON 10NW
236468,prcp,04/01/2008,05/01/2008,38.48583,-90.77000,30,1.05,0.00,0.18,5.51,4.04,0.13,30,PACIFIC
414375,prcp,04/01/2008,05/01/2008,30.04750,-99.52056,30,0.70,0.00,0.04,1.18,NA,NA,0,HUNT 10 W
416502,prcp,04/01/2008,05/01/2008,31.87972,-102.35917,30,0.08,0.00,0.00,0.08,0.67,0.02,30,ODESSA
035200,prcp,04/01/2008,05/01/2008,34.95528,-93.15944,29,2.90,0.00,0.29,8.30,4.57,0.15,30,NIMROD DAM
413992,prcp,04/01/2008,05/01/2008,33.15778,-99.74556,29,0.70,0.00,0.04,1.09,1.99,0.07,30,HASKELL
340193,prcp,04/01/2008,05/01/2008,36.81861,-98.64472,30,0.68,0.00,0.07,2.05,2.59,0.09,30,ALVA
348479,prcp,04/01/2008,05/01/2008,35.31972,-97.21167,30,2.80,0.00,0.17,5.02,NA,NA,0,STELLA
148764,prcp,04/01/2008,05/01/2008,39.63306,-95.81361,30,0.85,0.00,0.08,2.40,NA,NA,0,WETMORE
154202,prcp,04/01/2008,05/01/2008,37.59139,-83.31444,30,0.95,0.00,0.13,4.00,3.79,0.13,30,JACKSON JULIAN CARROLL AP
148964,prcp,04/01/2008,05/01/2008,37.24528,-96.89694,30,1.41,0.00,0.10,3.00,3.28,0.11,30,WINFIELD
153252,prcp,04/01/2008,05/01/2008,37.60111,-85.90667,11,1.01,0.06,0.24,2.59,4.19,0.14,30,GLENDALE
162534,prcp,04/01/2008,05/01/2008,30.07167,-91.02750,30,0.62,0.00,0.07,2.21,5.18,0.17,30,DONALDSONVILLE 4 SW
154208,prcp,04/01/2008,05/01/2008,37.00556,-85.06167,28,2.33,0.00,0.21,6.02,4.23,0.14,30,JAMESTOWN
162536,prcp,04/01/2008,05/01/2008,30.09833,-90.92694,25,0.77,0.00,0.10,2.58,NA,NA,0,DONALDSONVILLE 4 E
236791,prcp,04/01/2008,05/01/2008,36.75778,-90.40556,29,2.85,0.00,0.29,8.52,4.77,0.16,30,POPLAR BLUFF
149026,prcp,04/01/2008,05/01/2008,39.78306,-95.90167,30,0.85,0.00,0.10,2.96,3.3,0.11,30,WOODLAWN
149020,prcp,04/01/2008,05/01/2008,38.11139,-96.73111,4,1.43,0.16,0.60,2.39,NA,NA,0,WONSEVU
223627,prcp,04/01/2008,05/01/2008,33.49639,-90.08667,30,1.86,0.00,0.20,5.99,5.66,0.19,30,GREENWOOD LEFLORE AP
418081,prcp,04/01/2008,05/01/2008,27.21694,-97.69556,30,0.78,0.00,0.03,1.03,1.57,0.05,30,SARITA 7 E
141282,prcp,04/01/2008,05/01/2008,37.01028,-96.01139,30,2.30,0.00,0.16,4.76,NA,NA,0,CANEY 4 W
141536,prcp,04/01/2008,05/01/2008,38.52139,-98.53583,30,0.86,0.00,0.11,3.32,2.35,0.08,30,CLAFLIN
235207,prcp,04/01/2008,05/01/2008,36.59944,-89.98944,30,1.80,0.00,0.20,5.90,4.61,0.15,30,MALDEN MUNI AP
167691,prcp,04/01/2008,05/01/2008,32.49361,-91.74861,30,1.84,0.00,0.12,3.53,5.4,0.18,30,RAYVILLE
146084,prcp,04/01/2008,05/01/2008,38.50194,-94.95972,30,1.04,0.00,0.12,3.72,3.38,0.11,30,OSAWATOMIE
416932,prcp,04/01/2008,05/01/2008,31.73556,-102.58944,29,0.12,0.00,0.00,0.14,0.61,0.02,30,PENWELL
401887,prcp,04/01/2008,05/01/2008,35.36861,-85.70028,30,1.86,0.00,0.21,6.19,NA,NA,0,COALMONT
232302,prcp,04/01/2008,05/01/2008,36.79000,-92.21917,30,2.00,0.00,0.22,6.65,4.43,0.15,30,DORA 1N
236760,prcp,04/01/2008,05/01/2008,37.75056,-93.26611,30,2.78,0.00,0.31,9.26,NA,NA,0,POLK 2 NE
146154,prcp,04/01/2008,05/01/2008,38.73167,-95.44278,30,0.88,0.00,0.11,3.22,3.52,0.12,30,OVERBROOK 7SE
236826,prcp,04/01/2008,05/01/2008,37.89583,-90.84111,30,1.49,0.00,0.24,7.28,3.39,0.11,30,POTOSI
148648,prcp,04/01/2008,05/01/2008,39.40306,-99.41917,30,0.91,0.00,0.10,2.93,2.34,0.08,30,WEBSTER DAM
347505,prcp,04/01/2008,05/01/2008,36.46111,-97.17972,30,2.47,0.00,0.20,5.89,3.51,0.12,30,REDROCK
235843,prcp,04/01/2008,05/01/2008,36.99111,-91.79444,30,2.53,0.00,0.20,5.92,NA,NA,0,MTN VIEW 5W
345013,prcp,04/01/2008,05/01/2008,36.68778,-97.55722,30,2.11,0.00,0.11,3.45,NA,NA,0,LAMONT
236866,prcp,04/01/2008,05/01/2008,40.39861,-93.58389,29,1.32,0.00,0.17,4.83,3.53,0.12,30,PRINCETON
236641,prcp,04/01/2008,05/01/2008,37.73417,-89.92000,9,1.90,0.05,0.60,5.42,4.15,0.14,30,PERRYVILLE WATR PLT
346278,prcp,04/01/2008,05/01/2008,36.89139,-97.05861,30,1.96,0.00,0.11,3.27,3.88,0.13,30,NEWKIRK
160007,prcp,04/01/2008,05/01/2008,29.96889,-92.11694,3,0.96,0.02,0.41,1.22,4.34,0.14,30,ABBEVILLE
142652,prcp,04/01/2008,05/01/2008,39.55389,-97.06278,30,0.95,0.00,0.09,2.58,2.39,0.08,30,FACT
416739,prcp,04/01/2008,05/01/2008,27.44667,-97.29667,30,1.20,0.00,0.08,2.42,NA,NA,0,PADRE ISLAND NS
416733,prcp,04/01/2008,05/01/2008,30.42667,-101.03667,25,0.11,0.00,0.01,0.15,NA,NA,0,OZONA 22SE
403370,prcp,04/01/2008,05/01/2008,36.36611,-85.65528,30,1.30,0.00,0.17,5.09,4.19,0.14,30,GAINESBORO
223920,prcp,04/01/2008,05/01/2008,31.83278,-90.45417,30,1.80,0.00,0.14,4.17,5.99,0.2,30,HAZLEHURST 5 SW
416734,prcp,04/01/2008,05/01/2008,30.70417,-101.20194,10,0.00,0.00,0.00,0.00,1.36,0.05,30,OZONA
410690,prcp,04/01/2008,05/01/2008,27.59694,-98.41611,30,2.10,0.00,0.07,2.10,1.68,0.06,30,BENAVIDES 2
410691,prcp,04/01/2008,05/01/2008,32.64750,-97.44389,30,2.80,0.00,0.21,6.22,3.17,0.11,30,BENBROOK DAM
146573,prcp,04/01/2008,05/01/2008,37.78139,-98.02389,30,2.16,0.00,0.13,3.79,NA,NA,0,PRETTY PRAIRIE
142975,prcp,04/01/2008,05/01/2008,37.92722,-100.72472,30,0.52,0.00,0.03,1.03,1.93,0.06,30,GARDEN CITY RGNL AP
237130,prcp,04/01/2008,05/01/2008,40.38417,-93.94139,9,2.38,0.14,0.76,6.86,NA,NA,0,RIDGEWAY 8 NW
142472,prcp,04/01/2008,05/01/2008,38.40861,-96.61750,30,2.80,0.00,0.14,4.27,NA,NA,0,ELMDALE
413195,prcp,04/01/2008,05/01/2008,34.23194,-100.95611,30,0.93,0.00,0.04,1.11,NA,NA,0,FLOMOT 2E
142470,prcp,04/01/2008,05/01/2008,38.41278,-96.76694,30,3.82,0.00,0.17,5.22,2.65,0.09,30,ELMDALE
419916,prcp,04/01/2008,05/01/2008,33.30417,-94.17278,30,2.80,0.00,0.18,5.40,3.98,0.13,30,WRIGHT PATMAN DAM
230304,prcp,04/01/2008,05/01/2008,37.26139,-93.59111,30,3.20,0.00,0.20,6.04,4.21,0.14,30,ASH GROVE 4S
416024,prcp,04/01/2008,05/01/2008,30.39083,-95.69694,30,0.85,0.00,0.04,1.23,3.73,0.12,30,MONTGOMERY
238805,prcp,04/01/2008,05/01/2008,38.69889,-90.68278,30,1.76,0.00,0.21,6.32,3.58,0.12,30,WELDON SPRING
222094,prcp,04/01/2008,05/01/2008,31.94611,-90.37750,30,1.04,0.00,0.11,3.30,5.98,0.2,30,CRYSTAL SPRG EXP STN
412225,prcp,04/01/2008,05/01/2008,32.92028,-94.72250,30,1.52,0.00,0.14,4.29,4.32,0.14,30,DAINGERFIELD 9 S
169980,prcp,04/01/2008,05/01/2008,31.66639,-93.66639,30,2.10,0.00,0.12,3.73,4.61,0.15,30,ZWOLLE 2 NW
226718,prcp,04/01/2008,05/01/2008,30.39639,-88.47806,30,4.50,0.00,0.21,6.27,4.57,0.15,30,PASCAGOULA 3 NE
142276,prcp,04/01/2008,05/01/2008,38.48306,-97.22500,30,3.83,0.00,0.20,5.89,NA,NA,0,DURHAM
033466,prcp,04/01/2008,05/01/2008,34.51444,-93.05222,30,5.82,0.00,0.39,11.82,5.31,0.18,30,HOT SPRINGS 1 NNE
411033,prcp,04/01/2008,05/01/2008,35.62000,-103.00722,27,0.08,0.00,0.01,0.17,1.06,0.04,30,BRAVO
411035,prcp,04/01/2008,05/01/2008,32.64889,-98.13361,30,2.74,0.00,0.18,5.27,2.48,0.08,30,BRAZOS
341828,prcp,04/01/2008,05/01/2008,36.32250,-95.58083,30,3.99,0.00,0.32,9.46,4.08,0.14,30,CLAREMORE 2 ENE
030798,prcp,04/01/2008,05/01/2008,35.11611,-93.65056,30,1.95,0.00,0.24,7.27,4.09,0.14,30,BLUE MTN DAM
416785,prcp,04/01/2008,05/01/2008,35.41389,-101.34167,30,0.31,0.00,0.01,0.35,1.8,0.06,30,PANHANDLE
412354,prcp,04/01/2008,05/01/2008,31.87694,-105.23722,25,0.64,0.00,0.03,0.64,0.16,0.01,30,DELL CITY 5 SSW
222896,prcp,04/01/2008,05/01/2008,33.56250,-89.23556,27,1.72,0.00,0.25,6.78,5.54,0.18,30,EUPORA 2 E
144712,prcp,04/01/2008,05/01/2008,39.02944,-98.13000,30,0.82,0.00,0.10,3.05,2.4,0.08,30,LINCOLN 1 ESE
156130,prcp,04/01/2008,05/01/2008,37.06833,-88.77250,28,3.75,0.00,0.25,6.95,NA,NA,0,PADUCAH 2 W
156136,prcp,04/01/2008,05/01/2008,37.81667,-82.78333,30,0.95,0.00,0.12,3.50,3.55,0.12,30,PAINTSVILLE 1 E
416448,prcp,04/01/2008,05/01/2008,29.86417,-98.65806,30,0.56,0.00,0.03,0.78,2.54,0.08,30,NORTHINGTON RCH
221389,prcp,04/01/2008,05/01/2008,32.67139,-90.03611,30,1.60,0.00,0.24,7.26,5.84,0.19,30,CANTON 4N
238577,prcp,04/01/2008,05/01/2008,39.31667,-91.48333,30,0.78,0.00,0.13,3.89,3.64,0.12,30,VANDALIA
232941,prcp,04/01/2008,05/01/2008,37.79250,-93.44833,30,2.32,0.00,0.30,9.09,NA,NA,0,FLEMINGTON
238777,prcp,04/01/2008,05/01/2008,37.78222,-92.26889,30,2.40,0.00,0.24,7.30,4.09,0.14,30,WAYNESVILLE 2 W
160565,prcp,04/01/2008,05/01/2008,30.13278,-91.32278,30,1.13,0.00,0.07,2.02,5.25,0.17,30,BAYOU SORREL LOCK
230164,prcp,04/01/2008,05/01/2008,36.65194,-94.43861,29,3.71,0.00,0.34,9.88,4.14,0.14,30,ANDERSON
344235,prcp,04/01/2008,05/01/2008,35.05639,-96.37056,29,3.80,0.00,0.20,5.86,4.2,0.14,30,HOLDENVILLE 2 SSE
417669,prcp,04/01/2008,05/01/2008,31.90083,-100.50250,20,0.65,0.00,0.07,1.40,1.72,0.06,30,ROBERT LEE
239178,prcp,04/01/2008,05/01/2008,37.15639,-90.01056,23,5.11,0.00,0.35,8.14,4.62,0.15,30,ZALMA 4 E
145539,prcp,04/01/2008,05/01/2008,37.86583,-97.66472,30,0.79,0.00,0.12,3.61,2.7,0.09,30,MT HOPE
144821,prcp,04/01/2008,05/01/2008,38.65389,-99.17972,30,0.95,0.00,0.08,2.36,2.29,0.08,30,LORETTA
034528,prcp,04/01/2008,05/01/2008,35.02639,-90.73472,25,2.23,0.00,0.30,7.57,5.45,0.18,30,MADISON
408414,prcp,04/01/2008,05/01/2008,35.91194,-86.55750,30,1.17,0.00,0.19,5.74,NA,NA,0,SMYRNA 6 S
142894,prcp,04/01/2008,05/01/2008,37.52222,-95.82500,30,1.57,0.00,0.14,4.26,3.38,0.11,30,FREDONIA
140010,prcp,04/01/2008,05/01/2008,38.92667,-97.21306,30,1.00,0.00,0.12,3.60,2.8,0.09,30,ABILENE
413618,prcp,04/01/2008,05/01/2008,28.66167,-97.38500,30,2.10,0.00,0.09,2.71,3.19,0.11,30,GOLIAD
161365,prcp,04/01/2008,05/01/2008,30.28167,-91.69111,0,NA,NA,NA,NA,NA,NA,0,BUTTE LA ROSE
415822,prcp,04/01/2008,05/01/2008,30.91444,-99.79583,27,0.54,0.00,0.05,1.45,1.72,0.06,30,MENARD
415821,prcp,04/01/2008,05/01/2008,34.72611,-100.53722,30,1.56,0.00,0.06,1.78,2.04,0.07,30,MEMPHIS
412585,prcp,04/01/2008,05/01/2008,30.21333,-97.98222,30,2.15,0.00,0.14,4.24,2.51,0.08,30,DRIPPING SPRINGS 6 E
343407,prcp,04/01/2008,05/01/2008,36.29667,-99.76889,30,0.59,0.00,0.04,1.23,2.09,0.07,30,GAGE AP
414517,prcp,04/01/2008,05/01/2008,33.22306,-98.16083,30,3.30,0.00,0.18,5.34,2.6,0.09,30,JACKSBORO
410984,prcp,04/01/2008,05/01/2008,33.55111,-97.84722,30,1.25,0.00,0.06,1.92,2.89,0.1,30,BOWIE
031132,prcp,04/01/2008,05/01/2008,36.10917,-92.16361,30,4.05,0.00,0.36,10.65,4.36,0.15,30,CALICO ROCK 2 WSW
417081,prcp,04/01/2008,05/01/2008,34.19806,-101.74611,30,0.29,0.00,0.01,0.36,NA,NA,0,PLAINVIEW WATER PRODUCTION
411580,prcp,04/01/2008,05/01/2008,31.46833,-98.41056,30,0.98,0.00,0.11,3.26,2.41,0.08,30,CENTER CITY
145063,prcp,04/01/2008,05/01/2008,39.83833,-96.63639,30,1.13,0.00,0.12,3.60,2.86,0.1,30,MARYSVILLE
145069,prcp,04/01/2008,05/01/2008,38.18472,-96.56917,30,2.67,0.00,0.19,5.63,2.8,0.09,30,MATFIELD GREEN 2 N
034638,prcp,04/01/2008,05/01/2008,34.73917,-90.76639,30,2.45,0.00,0.37,11.00,5.3,0.18,30,MARIANNA
413507,prcp,04/01/2008,05/01/2008,30.68361,-97.71722,28,1.06,0.00,0.10,2.76,3.05,0.1,30,GEORGETOWN LAKE
413508,prcp,04/01/2008,05/01/2008,28.30639,-98.12111,30,1.30,0.00,0.09,2.64,2.2,0.07,30,GEORGE WEST 2 SSW
230820,prcp,04/01/2008,05/01/2008,38.94611,-92.77167,28,1.39,0.00,0.18,5.17,NA,NA,0,BOONVILLE 3 SW
410219,prcp,04/01/2008,05/01/2008,33.67667,-96.37583,30,1.01,0.00,0.11,3.21,NA,NA,0,AMBROSE
414202,prcp,04/01/2008,05/01/2008,32.72778,-95.19222,30,0.84,0.00,0.13,4.05,NA,NA,0,HOLLY LAKE RCH
032810,prcp,04/01/2008,05/01/2008,34.20556,-94.24639,21,4.02,0.00,0.32,6.62,NA,NA,0,GILLHAM DAM
410211,prcp,04/01/2008,05/01/2008,35.13000,-101.43000,30,0.35,0.00,0.01,0.38,1.33,0.04,30,AMARILLO INTL AP
166244,prcp,04/01/2008,05/01/2008,32.60528,-93.29472,30,1.32,0.00,0.08,2.48,5.2,0.17,30,MINDEN
168945,prcp,04/01/2008,05/01/2008,30.59806,-90.44722,0,NA,NA,NA,NA,NA,NA,0,TICKFAW 3 ENE
154369,prcp,04/01/2008,05/01/2008,37.93972,-84.65972,30,3.92,0.00,0.18,5.52,3.86,0.13,30,KEENE 1 WSW
405358,prcp,04/01/2008,05/01/2008,35.75222,-87.79583,30,2.29,0.00,0.27,8.08,NA,NA,0,LOBELVILLE
220521,prcp,04/01/2008,05/01/2008,30.39417,-89.58250,30,2.98,0.00,0.31,9.27,5.43,0.18,30,BAY ST LOUIS NASA
220523,prcp,04/01/2008,05/01/2008,31.96944,-89.28889,30,1.40,0.00,0.15,4.55,6.16,0.21,30,BAY SPRINGS
348042,prcp,04/01/2008,05/01/2008,35.23167,-96.65306,30,4.45,0.00,0.26,7.80,4.05,0.13,30,SEMINOLE
153798,prcp,04/01/2008,05/01/2008,36.67028,-87.55889,8,3.11,0.07,0.76,6.05,NA,NA,0,HERNDON 5 S
224842,prcp,04/01/2008,05/01/2008,34.90444,-90.21194,30,3.14,0.00,0.36,10.68,5.25,0.17,30,LAKE CORMORANT
411921,prcp,04/01/2008,05/01/2008,33.19972,-95.92833,30,2.87,0.00,0.22,6.49,NA,NA,0,COMMERCE 4SW
411920,prcp,04/01/2008,05/01/2008,29.96167,-98.89417,30,0.51,0.00,0.02,0.60,NA,NA,0,COMFORT 2
414348,prcp,04/01/2008,05/01/2008,29.98806,-101.17861,30,0.30,0.00,0.01,0.41,0.97,0.03,30,HUDSPETH RIVER RANCH
148259,prcp,04/01/2008,05/01/2008,39.24750,-96.59917,30,0.85,0.00,0.08,2.50,2.85,0.1,30,TUTTLE CREEK LAKE
142872,prcp,04/01/2008,05/01/2008,39.70667,-96.41861,30,0.77,0.00,0.11,3.41,3.03,0.1,30,FRANKFORT
148250,prcp,04/01/2008,05/01/2008,39.82833,-95.08806,30,0.94,0.00,0.15,4.44,3.33,0.11,30,TROY 3N
235671,prcp,04/01/2008,05/01/2008,39.41944,-92.43694,30,1.24,0.00,0.13,4.04,4.01,0.13,30,MOBERLY
414343,prcp,04/01/2008,05/01/2008,32.33889,-98.29722,30,3.50,0.00,0.21,6.32,2.94,0.1,30,HUCKABAY
148257,prcp,04/01/2008,05/01/2008,37.80889,-98.43056,30,0.47,0.00,0.05,1.58,NA,NA,0,TURON
413981,prcp,04/01/2008,05/01/2008,35.86528,-102.33167,2,0.05,0.05,0.05,0.10,1.19,0.04,30,HARTLEY 4 ESE
404590,prcp,04/01/2008,05/01/2008,36.42556,-84.94139,30,1.23,0.00,0.19,5.64,4.33,0.14,30,JAMESTOWN
155569,prcp,04/01/2008,05/01/2008,37.58278,-87.85778,16,4.25,0.00,0.35,5.54,NA,NA,0,MORGANFIELD 12SE
153246,prcp,04/01/2008,05/01/2008,37.00139,-85.90722,5,2.03,0.00,0.83,4.15,4.37,0.15,30,GLASGOW
346110,prcp,04/01/2008,05/01/2008,36.04833,-97.39000,30,3.69,0.00,0.16,4.94,NA,NA,0,MULHALL 1 SE
142432,prcp,04/01/2008,05/01/2008,37.00583,-101.88667,30,0.25,0.00,0.01,0.33,1.67,0.06,30,ELKHART
